REF                                                                                                                                               TYPE                                                      DIGEST                                                                  SIZE      PLATFORMS                                                                    LABELS                                                                                       
sha256:4a86014ec6994761b7f3118cf47e4b4fd6bac15fc6fa262c4f356386bbc0e9d9                                                                           application/vnd.oci.image.manifest.v1+json                sha256:981ab7ca5196a26af14775bc65e0a117b4c8275cf18a08f8c0a3a36a6c430dc5 51.4 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:513e0fc8848b96cd06659b13c0c1d34cdaab1a0c21055312d26e8dded76ff45c                                                                           application/vnd.oci.image.manifest.v1+json                sha256:1726611c1602cdebac6dce6e17e501b868bb619e2a2a2b19c07ac8662ef137be 89.9 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:5232c5d453f74a09fd040d4440930787f2c23f09111fb5caad2ae898cb1d30b3                                                                           application/vnd.oci.image.manifest.v1+json                sha256:a9b35d43c844b9e5bd7e1dabf45eaa98d31fc73d0ddeb09cc46c22bd23c7ba87 196.4 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:5d5a578489c57931c68b683fb702803f8430db6d1f1b57bfb325c81ce12645a0                                                                           application/vnd.oci.image.manifest.v1+json                sha256:be861bd5a77f3139c38015b12222d3f4be5f18e2d41f4331c7c68b58f540dca6 69.1 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:5d7cfdb2ac9f6f4a53d33cac5bbce10ff9bd743c88069aa6cf68dbe66daf74c4                                                                           application/vnd.oci.image.manifest.v1+json                sha256:36bd3d26057d33d1a81f46e1a0f3e5480d7b6c1cb6575e4ccb9d8a6154b9d2ff 904.0 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:5e30386ae112f4d250fd8be004642587510c63da5d4f0446279bda3d30b9def6                                                                           application/vnd.oci.image.manifest.v1+json                sha256:099647833289c0558b0464cfa52b61aa27820ce0c6f8a727a30b19628a7d53ea 175.1 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:6270bb605e12e581514ada5fd5b3216f727db55dc87d5889c790e4c760683fee                                                                           application/vnd.oci.image.manifest.v1+json                sha256:16974531848218d24822bf606be022d030ab8c9b05b2ecf11076c4c1c6885c95 669.8 KiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:64d6d97c5c7d03407be52bb39fb86b19bcf14568803722eeb2c1cfa2b441fca2                                                                           application/vnd.oci.image.manifest.v1+json                sha256:29ea8e1cddc33452a17465f4a60355cbe5f3e486caa828d6245891ddcd0bc23a 1.8 GiB   linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:664c114499296bdfbf19d89c3b8c992a65d4f970c019945917c7b02ebe3a42bc                                                                           application/vnd.oci.image.manifest.v1+json                sha256:7944fbfe54ffdd95f4a323a344437ebcfda7a7e15f8ea4c11d60d3f8b46c1d26 63.6 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:666597ae300fd8e50a1ea7aaccdf2903cb9cf2bdabc692789a41290e4f817814                                                                           application/vnd.oci.image.manifest.v1+json                sha256:f23e565a8be5afe3c171f9394862e753203d129c159958d91db15c3dabe0773d 76.5 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:674308408be6b6bfe65a51072a4379049371011fd82fdfc3951ee210c348caac                                                                           application/vnd.oci.image.manifest.v1+json                sha256:390e0919e0c476051dd31e3e97ce7151282cd83cd658a1772b2b2dc955dea2eb 87.3 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:680cc9bee754d9eb8d88e9ca4d6327b4affad569d080ea0f81b3fdc3184c79f2                                                                           application/vnd.oci.image.manifest.v1+json                sha256:56107b55edcf81e2397e9fd1fa6ce70cb5fce4fb0774123bda8da4bfe44b1f4d 76.3 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:6bc8bdd63e4084be7140ecebb348f231b21416d75661d31481f51f9203e0e544                                                                           application/vnd.docker.distribution.manifest.list.v2+json sha256:11b955fe4da278aa0e8ca9d6fd70758f2aec4b0c1e23168c665ca345260f1882 25.5 MiB  linux/amd64,linux/arm/v7,linux/arm64,linux/ppc64le,linux/s390x               io.cri-containerd.image=managed                                                              
sha256:6f85d99e7b6d69d3ce7be45fab6733d4858a63a5030e7ff1281e7478f4b5784a                                                                           application/vnd.oci.image.manifest.v1+json                sha256:575def4219abb169f618848f7536e2a0ba327dcc80ad0e13527a7077c2358db7 67.6 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:6f919d936c8b5450f75ec074c7655717cf6c49747230a181ec8a275cd21a2fec                                                                           application/vnd.oci.image.manifest.v1+json                sha256:6cc5cc7bc8485c036209299b0ba1d50d2b416bccfa5999ab5d6e73bb60f963fb 177.5 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:6fc0281928ff235ab95afd016e281d0e7d83ee42d174962a8fd1ea14f3df1aaf                                                                           application/vnd.oci.image.manifest.v1+json                sha256:7da8ebf3e67f586d6b57e7ebe85d4c0f77afc4cbe7843018807115a9d86cb494 77.5 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:72b245d406a790611bfb03ccbd95a53085b0a98613c07a83058097bab9087e12                                                                           application/vnd.oci.image.manifest.v1+json                sha256:df5d185f12683bd2f4effac6d96f6d60ebf4696b277ae4c0f59abbc5a1672b90 392.5 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:73b20494249e88c020140430fbb5b26d2cfaeb116a13817791ba8196b67fe4ce                                                                           application/vnd.oci.image.manifest.v1+json                sha256:aff446e7cdf8e86f274bbf79a2bb7961df49a5f0aa4765a41270f1862c796004 640.9 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:780006b3383a87a52f78e1ef6bcea422163f1df6c6ba38d76cd39426188b1731                                                                           application/vnd.oci.image.manifest.v1+json                sha256:aeac67cbe5dc50cbb22893f706d1094ff7424f059057c343362c539e1c318e09 90.7 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:7a9d26e5c22c8a7024ffbe8b420ce7b41b2f66f7f669870541f4b9bc15662ca3                                                                           application/vnd.oci.image.manifest.v1+json                sha256:35b84a246f2b38b518c9db4e9c5413e129a871f6d905b877995a94297bc64a71 48.8 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:7aaf0ce443c276a28592b880e35702a8604c6d134ce4665d0e86298d155154dd                                                                           application/vnd.oci.image.manifest.v1+json                sha256:d9555f9628be62dc41a73e1439957c8be2f3f6ea39e808b75a76278c6494b40b 221.1 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:7b90c8518af397b265a062d1db9e89bddcecc05be9811d3af38a331af5d3c385                                                                           application/vnd.oci.image.manifest.v1+json                sha256:7c0071bc0d4720f93787330ddbdaf94ac6784c2688ddb02ddce9fa6a26e4861d 114.3 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:7d2758e645fe0b7dca56863fc07849fca87ac3e8cede06b4b21faa345201ba4a                                                                           application/vnd.oci.image.manifest.v1+json                sha256:96c771588f47e31f00e5f6298c8af4925f109cd00bbc6677ea0bff8a4aba357b 600.8 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:7fc037c459260d8f2d4ad4f10348dbe0456237f3b98e7adc2410a1827d3ef6ec                                                                           application/vnd.oci.image.manifest.v1+json                sha256:fa55bf03e9f31963d31649d9db45d35f06e8b970cafbd539e83806f48edb29c7 108.9 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:834cb4cbd07943910353ffdf9f22ed38085947a430b402491acbe7339e607219                                                                           application/vnd.oci.image.manifest.v1+json                sha256:cfbf15012ee547fa12b3f640c6038d7481dcda7dc8449e77eda027d3b378d44b 89.4 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:884273f28b0bce7f872b8dad6d208663238ec18b50c8a0131b698c8f1ebcab65                                                                           application/vnd.oci.image.manifest.v1+json                sha256:18b38ab46c15c79cce415f967d7d1558249e5ed3380cce60d41c106370fe1821 16.6 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:88c3e8ab611ec378da51f9acc636e5c05ceea6e41fc02e22bba7543583f4e6a4                                                                           application/vnd.oci.image.manifest.v1+json                sha256:5e69cfa72ac36b8b30ea504b50e783f9ec1026ecef7aa1ebdb70e37bd3beea3f 91.5 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:8c217da6734db0feee6a8fa1d169714549c20bcb8c123ef218aec5d591e3fd65                                                                           application/vnd.oci.image.manifest.v1+json                sha256:f4e8c554b2129dc4259cc797100a129b6980e9840741913636ce46a5f6b95b16 67.8 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:8c5378207a0f94cfd43a1547f7da64260ccc23209665a798b91a3622d095d43c                                                                           application/vnd.oci.image.manifest.v1+json                sha256:e7e9b4ac0bacefb14f5dc019f818958b1480bd1b9c3d3b8a10aa08a316fc9c43 45.3 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:919366f3a894be7471dabd20094df3ae86c397383b746927cb25ee4d15b7b46e                                                                           application/vnd.oci.image.manifest.v1+json                sha256:41680c8ef21c1ae67e41aca480abf290604cc16a3620bc26244c9932e92773ae 60.7 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:92332aae0ab3db1a41de6b64ff3d5a606ba1fd7b53938ee513839cde117fde02                                                                           application/vnd.oci.image.manifest.v1+json                sha256:555438869fd01a9faebd01c8ae1fadf382acc8e4e2953d3fb66482641a3874ed 316.0 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:941dc0d746b107adac2c1e7a222a3b9f191233982f8d0e64b88fbfe0c3b84cde                                                                           application/vnd.oci.image.manifest.v1+json                sha256:c91ba36727e0daeb1643bbdff2afc16a237d9249a59a31741bb76c60071a7141 54.7 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:94d310cf79275597616f87433acc785eacd2a969c70f834babcfe8534c056a7e                                                                           application/vnd.docker.distribution.manifest.list.v2+json sha256:b8a0c24e01ab63340412dff164c324515bed03695c1a451601cedf027b8677ec 90.3 MiB  linux/amd64,linux/arm64                                                      io.cri-containerd.image=managed                                                              
sha256:952775b136a6508044e91437c4f8dbde5925c114ff33c23eadb7eae3edbf6d94                                                                           application/vnd.oci.image.manifest.v1+json                sha256:6079856a16406c5feb54ed747e56610d361e5f2668fbefdd21e6cbead8e484a2 55.9 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:975b980662df389183c183cfa716188f2905a57a5fa1e66dd78da2dab14ea9aa                                                                           application/vnd.oci.image.manifest.v1+json                sha256:b80e60b3f04922411e89e2847f17ff9699934e1e9b1cc897ea16e1cf73194796 407.2 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:97cf7b4e2c7db110a3bdce012bb05c7db93a8a8b62ea6a613c5a4c3d1a10cd0f                                                                           application/vnd.oci.image.manifest.v1+json                sha256:51b451940b7d121c3434c4666cc3b760d3411cacca00b91f2350a4dce8d27144 246.6 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:9b61af8b2e9819ec0e5916cc9bf9aa08081f0928f3b0512daeec956b91d516ef                                                                           application/vnd.oci.image.manifest.v1+json                sha256:e629499ba84234fde1eb34414c1aaf50372cea9dd213ea39ff782a0762175c4d 370.4 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:9b97dcc8dc6bb2761df4a97599641ab922bdf3f2292355419d1cdd195f9a9fd4                                                                           application/vnd.oci.image.manifest.v1+json                sha256:ea5e0abaee355528691255b729fb449994e6ec213e55c82759b32a7fd7208762 90.5 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:a0f27000c9e8583a4bf42be96237c22513ea687d2ccb831036159d468fb3656b                                                                           application/vnd.oci.image.manifest.v1+json                sha256:dcce8174db46fcf6a2224ef983c216d838edf4abad6e55e4cd2c8e25a0fd20ee 46.0 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:a3bc50fcb50fb1409287c32773d8fe799f6cad5511c4ba3e2e851784e7a05026                                                                           application/vnd.oci.image.manifest.v1+json                sha256:b0a48534eec99351c4187f93b74b5dfe790b55c9087f93fc79b8e967bdd6cd81 299.6 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:a799946ee67ea34befa676ad60dbdbb5a0f499c46eb8105d6504421198842d53                                                                           application/vnd.oci.image.manifest.v1+json                sha256:ba99b160a098fe2e761d7cb22164ab8dc28bea13eaa5bb23e26c039e7f00222c 45.7 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:a8645b8fca8baed43543a33e121287da43adb4067c447e61e38aa45d1578af57                                                                           application/vnd.oci.image.manifest.v1+json                sha256:30ab068905dc85a236f05faa646ebe88de48652985e27d5d7ca3c64b2100331f 95.4 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:af448c29ff20f3f301158f1571f6eb5a8170af6579b7e0c2ab2f3cfdc5a07991                                                                           application/vnd.oci.image.manifest.v1+json                sha256:bc66e52d42a6ba06cd72eab7cd521fb51526abb488727b886e6501c365c0109e 333.5 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:b0d4ae6faf8b38d2c2dedd54eb2fb32d87a33603b69c9b3cd3103b7bcbba9474                                                                           application/vnd.oci.image.manifest.v1+json                sha256:8bae10a3b931bc370d26044e7d2b4de3af6396ed0f20eed47efa22e783dd940f 268.4 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:b3a10a4f217cdabe4f1009c69b78903bc20082e2431e2775bf3f7d1ce65a0931                                                                           application/vnd.oci.image.manifest.v1+json                sha256:86046fc365bf831557858075a3e16c61ad0032d7a4e8f1d04cfe1545f4afd89a 520.7 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:b760f310715a6ce274a8a5ca151d95c578ec1fe3e7746af9b3929432f5754927                                                                           application/vnd.oci.image.manifest.v1+json                sha256:81a3b7a6526ea23e7e0219a8793b8efa46ac456f74fa3e22557f7fed1533c79b 182.8 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:b8e3d73d4ca6fc068852beeda918c8dec850411a9f804a27004e2c58bdbfd712                                                                           application/vnd.oci.image.manifest.v1+json                sha256:ca419afd406ff5a49ffe07aca31e21fd70dd74ed2dcc590005a0ed054133c852 295.5 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:bcc3c482f85414c6c80c1125c35858913282d2fc6f66ab9a327fe124213eee03                                                                           application/vnd.oci.image.manifest.v1+json                sha256:9a84ace3863c89383a0cf86c71bff07b99a75e98443a5fb3b24013aa351cdcdd 695.8 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:bda3e796815e7f64e85373ad5b44cddc4579e204bfd319103d88a0e79b21939b                                                                           application/vnd.oci.image.manifest.v1+json                sha256:552977249052de305c290b10ff2d4408edf32fedfe663c2abab2c7b670999ae4 64.6 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:c37ec8128a59986d816839fa1d748dec8f187c427e72b31eee235048d99d9029                                                                           application/vnd.oci.image.manifest.v1+json                sha256:45ddaa32ac9e6010cfd8f48f87d8d4103c84d07cd68160f8d243c9511e8aef84 194.9 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:c4b48860308fda157a070a96b515af91291664593dccf11936322af8368cddcf                                                                           application/vnd.oci.image.manifest.v1+json                sha256:813f114f77cc51028ede46aa5849274e9e2cfa69e21e95de411a0337043e78bb 185.9 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:c8737d369584dec48160e6a4cd00d6627ab8b2daebfcb1b87aa8a68366ce5906                                                                           application/vnd.oci.image.manifest.v1+json                sha256:0a0f1c8df446557942f7e1d6f47de7831e6a0b10605dc8334e4dc88afc43e2c0 526.9 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:ca2249f42c6634d7e8d924f09a2fbb864f680b7bc7f4009af0c365ea9385e2e6                                                                           application/vnd.oci.image.manifest.v1+json                sha256:d05b033cd83c49ceba0835a9bd775778251e08e9a31e6f5b5d2626ca9a3d20ef 173.2 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:cc5d508bd2b0bbe064fcb9f9a7ad10fefa0e76604920a1006c35103f04873ac7                                                                           application/vnd.oci.image.manifest.v1+json                sha256:4f201746a3bce8da14c5c7f295b9288d6bc1a0c0d0ce4ecfcd324397b5b95b2b 181.6 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:ce6e2d9fe845663c78961aab1ddd54a962922b69cfee391c0741ac3a8aaa8373                                                                           application/vnd.oci.image.manifest.v1+json                sha256:07995837776828f8cfd59e03ac94468ed0bc838eda5ab648d8aecd7fb935e1ef 83.5 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:d11bd1f0b3e575e4e32df907b4646928b4d144d1636be5e1899b1dec01efb68b                                                                           application/vnd.docker.distribution.manifest.list.v2+json sha256:e998f22243869416f9860fc6a1fb07d4202eac8846defc1b85ebd015c1207605 25.8 MiB  linux/amd64,linux/arm/v7,linux/arm64,linux/ppc64le,linux/s390x               io.cri-containerd.image=managed                                                              
sha256:d368c1c759f05e32bc01c033f5708b33959434e52a5d2a1d7f421ad70f00b6a0                                                                           application/vnd.oci.image.manifest.v1+json                sha256:9a7c0a1ad1cc286d3cee24970eedd8b0fc8ecf28d8d3c9806002150b946fd5f8 134.5 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:d74ea5dd8bce20f4784a592a414c65a225c1a066e1112bf289f2a87fbd4edb53                                                                           application/vnd.oci.image.manifest.v1+json                sha256:8775f03712485023a886f20fc474d6a0f870fafdc95c3e05dd579721d74c4363 90.3 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:d898bd44bc7bf2eb4354c8061bc68916044bfd4d405487876ce99ae7e563de72                                                                           application/vnd.oci.image.manifest.v1+json                sha256:c28cee6d72f9a1f356367d4b2f77342212da5e807b11ea58844013b63e063e95 37.8 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:dc2b20284ff3f998edbcc930e1f94d2d5b621e92a1dab84f08497d27c88b3f22                                                                           application/vnd.oci.image.manifest.v1+json                sha256:3aebaae13a1a80c2c996d7bec315eb4993a3d9c854c05c892597a16341cf05da 57.8 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:dc2d1484891abbb02229ea111e759fa67463a58c2621314c7ecb62a1e359a728                                                                           application/vnd.oci.image.manifest.v1+json                sha256:48a1b07c5b04d088ebf7e5679f04f69a56cc99efc5fcd7a887bc6037322245fc 29.4 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:dd1c94ea238eb2f77a514b2cf34eec367034df47bf62390fceb2c03c0c3045a1                                                                           application/vnd.oci.image.manifest.v1+json                sha256:cd1903424a81eb29b9f89ac94e858263869790d33b6f718a858f7e23f2b001df 695.6 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:dd39ecc9fba13adf6ddac5c228b62a8e904a3197cc36165473a99d7de8a748bd                                                                           application/vnd.oci.image.manifest.v1+json                sha256:1d62005744dcafb2d460aeb5b478bcde3acb29cf1e5540c247dd7d91453c6b7b 294.8 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:ddc3c5c6c10231b8b5e869527ca90e279c680fc2b2dd8606a9ba57b939720d0d                                                                           application/vnd.oci.image.manifest.v1+json                sha256:95190efdec833d2eebdd021df412e65a8bce3ce5eff090372ced1a76602821bc 63.6 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:e07771703e023cddf23f46ef7d9e076961e0e9c1ff15b2ab28bd3604618ee719                                                                           application/vnd.oci.image.manifest.v1+json                sha256:0c6125b10ed36c4b3fd1e0f2ade702a59d539c9ed14389ca1d1782d8a8dc2f91 162.8 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:e1888fa24b44c7b88b35f3dd6678873fcb2236383681354e39258d0d4537ef16                                                                           application/vnd.oci.image.manifest.v1+json                sha256:6d03db60bde7b6fcaef8d9b88ef3da23f3c4920170cb2f09265c495d615b14d8 84.9 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:e210e9dca0a5ec9dab0e01c5018362a6097a54612d3f0016d5ce072ccc0c84cd                                                                           application/vnd.oci.image.manifest.v1+json                sha256:3109f723fc4716af54783e5651245f96f624569e43a30de169e79fa198261eaf 46.6 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:e65fad8af2d6f2aad851300c0791d944864cbf97070c82323e14eeb2f196f789                                                                           application/vnd.oci.image.manifest.v1+json                sha256:7d8ee775840a557fb31c4704bda102f8fb48fd5b589f82cb03923890fa851521 146.0 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:e9a8ea3f7897c0c395fde0e4350a003fd0742d39d66927399797c1012b14fde7                                                                           application/vnd.oci.image.manifest.v1+json                sha256:bc5eb32c08d2a5372803b948a7a4ee74e678b7fe5c2757157d9dfa7253fb96f1 154.9 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:e9b0805f225e394d5be8a94158560430a713b89ffafb56de0c4fb84d78dddea7                                                                           application/vnd.oci.image.manifest.v1+json                sha256:a54a0e96da37363a92fbdc22c211fade0662a63d9855e9b6e7d55c0136c26fa8 29.2 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:eaa1212a2b4569c811bfa0ad5708428703ad3120a6dbae3b4353ec3cb36f36d2                                                                           application/vnd.oci.image.manifest.v1+json                sha256:a4f857f70dbea178c3c94b043858bba787aed45383a721e3e76438f2bcf97fef 12.8 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:ec9b9398017975117cb3dc8b57008130fabea764a7a476cfaf71c13ffa93e8d6                                                                           application/vnd.docker.distribution.manifest.list.v2+json sha256:49b94f975603d85a1820b72b1188e5b351d122011b3e5351f98c49d72719aa78 27.4 MiB  linux/amd64,linux/arm/v7,linux/arm64,linux/ppc64le,linux/s390x               io.cri-containerd.image=managed                                                              
sha256:eccecdceb86c017929cf3c8876a1ba2265c8106ad15a76f52b21301a23196f91                                                                           application/vnd.docker.distribution.manifest.list.v2+json sha256:bb66be8355958e600e32026e6a1742c86d0cc54401ca53b98a0234bf32636e36 25.6 MiB  linux/amd64,linux/arm/v7,linux/arm64,linux/ppc64le,linux/s390x               io.cri-containerd.image=managed                                                              
sha256:ed8aa344d07f82c16ed97ac93150267815a7955090bab7b46f7d273c9abbae01                                                                           application/vnd.oci.image.manifest.v1+json                sha256:284bc7d07e5cde538ca380268c6546b97a014f78a244a0e41574d3811bfda9ab 90.3 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:edf65e2d87d5e709a48f01c61d29e4ccce48a77715fa57ba7489b9b5cfc432fa                                                                           application/vnd.oci.image.manifest.v1+json                sha256:fddfd20f122b50ec328050086e1079555fd895fb04e0892a330d984f4364da18 196.8 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:eed7a1df2cf1bc5e89506757920b4da1ca0e62a41f673d4523ce2c6442108cbc                                                                           application/vnd.oci.image.manifest.v1+json                sha256:b3a951ce899512b4b6f6d2c7e0c5fe7f8273adec64b354ee6ab8fcfda6af246e 327.0 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:ef87c7cfc2b8da7eb3e0e7b07b2f03d979a867b509d3373856feb83faf18382a                                                                           application/vnd.oci.image.manifest.v1+json                sha256:f2a02787db27f166356ab801dd47834c89079a0b215e5c1b2dae5b1824adad6d 647.8 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:f02f9a39ae3b9c16334ce5d377f11e6142be0111e0ffb290d554ff0f7c42585d                                                                           application/vnd.oci.image.manifest.v1+json                sha256:35382c0bfac8422bb0f4d7d85b0a0d2050103e6b576e2a5997cd6f1d9e858dcc 291.8 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:f25ce1f9b676fb40006a15bfdf4a3917b9eb760389ffff461c0b24275ed9dd12                                                                           application/vnd.oci.image.manifest.v1+json                sha256:69876692f09791c17ab19b27b06dc13e8757c14375a664f865658c219267dc55 102.9 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:f5c705a7b6e0be317436fd3a800cbc2ace1dd922b17037d9ab92c9101ee046e9                                                                           application/vnd.oci.image.manifest.v1+json                sha256:dba10885df2aadffc832ed7f0acb814c485b8968c8a69ef7f2950a5c7fa89ce0 193.6 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:f6c022dba6ca2d56acb3eb514506fbd687312fc062eaba20d50b34f2a3c4b231                                                                           application/vnd.oci.image.manifest.v1+json                sha256:0ff43bb141716f218c289f82305f106f6a0397c809b0a7ac53f436834973870b 45.0 MiB  linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:f8e63a0179a6052c7f74d0b4921033d91d5f3433bab98104c8231bb801ed8bbc                                                                           application/vnd.oci.image.manifest.v1+json                sha256:1fa27ecb029efea38b58fadf3e1e61f0e4b7170b22a89621436dc1ef8ce6fe4a 223.6 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:fa94fc7a69cce4e8c6788d5f9ffb64ba782e2452e67e878a5c059171230bbd53                                                                           application/vnd.oci.image.manifest.v1+json                sha256:fe667507d395f48f35e22bf8b22c764e75cf4197e0653c59cf87139cb27855b5 113.3 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:fa99158014d42ba74f516fa3c26d93837c8c87038aed9b83fedbb656a60502be                                                                           application/vnd.oci.image.manifest.v1+json                sha256:7718f9c3c6821ad793e5cb6f18ff9f75181cd2f178ffad9adf0f9dae4f7b4b07 749.8 MiB linux/amd64                                                                  io.cri-containerd.image=managed                                                              
sha256:ff7a7936e9306ce4a789cf5523922da5e585dc1216e400efb3b6872a5137ee6b                                                                           application/vnd.oci.image.manifest.v1+json                sha256:8b4ea49396032c42dc0a4dc0b7d052bab0e48eea6960cd567b79e1926968c928 4.3 MiB   linux/amd64                                                                  io.cri-containerd.image=managed                                                              
